report_id,machine_id,operator_name,shift,date,incident_description,initial_action,severity,status
REP_4999,MCH_002,A. Khan,Evening,2025-09-22,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Open
REP_5000,MCH_006,S. Kumar,Night,2025-10-13,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Open
REP_5001,MCH_041,R. Verma,Evening,2025-09-11,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Open
REP_5002,MCH_025,R. Verma,Night,2025-10-29,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Critical,Closed
REP_5003,MCH_014,R. Verma,Night,2025-09-23,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Critical,Investigating
REP_5004,MCH_002,J. Das,Evening,2025-10-25,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Low,Closed
REP_5005,MCH_012,N. Iyer,Evening,2025-10-12,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Low,Investigating
REP_5006,MCH_034,S. Kumar,Day,2025-09-04,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,Critical,Investigating
REP_5007,MCH_028,S. Kumar,Night,2025-10-24,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Medium,Closed
REP_5008,MCH_018,R. Verma,Day,2025-09-20,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Investigating
REP_5009,MCH_019,A. Khan,Day,2025-10-02,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,High,Closed
REP_5010,MCH_014,R. Verma,Evening,2025-09-27,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,High,Closed
REP_5011,MCH_028,T. Singh,Day,2025-09-11,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Open
REP_5012,MCH_005,T. Singh,Day,2025-09-28,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Closed
REP_5013,MCH_026,T. Singh,Night,2025-10-30,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Critical,Open
REP_5014,MCH_001,N. Iyer,Evening,2025-10-30,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Critical,Open
REP_5015,MCH_010,J. Das,Evening,2025-09-17,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Investigating
REP_5016,MCH_004,J. Das,Night,2025-09-25,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Open
REP_5017,MCH_042,J. Das,Night,2025-09-13,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,High,Open
REP_5018,MCH_015,R. Verma,Night,2025-10-12,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Medium,Closed
REP_5019,MCH_013,T. Singh,Evening,2025-09-16,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Closed
REP_5020,MCH_041,J. Das,Day,2025-09-03,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Investigating
REP_5021,MCH_050,A. Khan,Evening,2025-10-06,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Investigating
REP_5022,MCH_040,T. Singh,Night,2025-10-03,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Medium,Open
REP_5023,MCH_041,T. Singh,Evening,2025-10-14,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Open
REP_5024,MCH_025,S. Kumar,Evening,2025-10-13,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Critical,Open
REP_5025,MCH_002,A. Khan,Evening,2025-10-27,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Closed
REP_5026,MCH_021,R. Verma,Evening,2025-09-30,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,High,Closed
REP_5027,MCH_008,T. Singh,Day,2025-10-18,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Critical,Investigating
REP_5028,MCH_044,T. Singh,Evening,2025-10-06,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_5029,MCH_040,S. Kumar,Night,2025-10-05,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Open
REP_5030,MCH_043,A. Khan,Night,2025-09-27,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Critical,Open
REP_5031,MCH_043,R. Verma,Evening,2025-10-09,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Low,Investigating
REP_5032,MCH_010,S. Kumar,Evening,2025-10-07,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Low,Investigating
REP_5033,MCH_036,T. Singh,Evening,2025-10-01,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,High,Investigating
REP_5034,MCH_011,S. Kumar,Night,2025-10-12,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Medium,Closed
REP_5035,MCH_027,J. Das,Evening,2025-10-27,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,High,Investigating
REP_5036,MCH_045,R. Verma,Night,2025-10-03,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Medium,Open
REP_5037,MCH_037,A. Khan,Evening,2025-10-09,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Critical,Open
REP_5038,MCH_013,R. Verma,Evening,2025-10-25,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Open
REP_5039,MCH_047,N. Iyer,Night,2025-10-31,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Closed
REP_5040,MCH_046,T. Singh,Night,2025-10-20,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Closed
REP_5041,MCH_001,R. Verma,Night,2025-10-25,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Low,Closed
REP_5042,MCH_022,N. Iyer,Day,2025-09-30,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Low,Open
REP_5043,MCH_019,N. Iyer,Night,2025-09-30,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Medium,Open
REP_5044,MCH_049,T. Singh,Day,2025-09-27,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Open
REP_5045,MCH_011,S. Kumar,Day,2025-10-07,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Closed
REP_5046,MCH_034,S. Kumar,Day,2025-10-05,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Medium,Investigating
REP_5047,MCH_003,J. Das,Night,2025-10-30,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Investigating
REP_5048,MCH_004,S. Kumar,Night,2025-10-15,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_5049,MCH_038,R. Verma,Evening,2025-09-14,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,High,Investigating
REP_5050,MCH_043,J. Das,Evening,2025-09-10,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,Medium,Closed
REP_5051,MCH_030,S. Kumar,Evening,2025-10-18,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Low,Open
REP_5052,MCH_035,A. Khan,Evening,2025-09-04,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Investigating
REP_5053,MCH_026,R. Verma,Night,2025-10-14,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Low,Open
REP_5054,MCH_021,S. Kumar,Day,2025-09-05,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_5055,MCH_033,S. Kumar,Night,2025-09-25,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_5056,MCH_010,N. Iyer,Day,2025-09-29,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Low,Investigating
REP_5057,MCH_007,R. Verma,Day,2025-09-13,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Closed
REP_5058,MCH_011,S. Kumar,Evening,2025-10-07,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Closed
REP_5059,MCH_048,T. Singh,Night,2025-10-06,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Closed
REP_5060,MCH_009,S. Kumar,Day,2025-10-13,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Low,Closed
REP_5061,MCH_024,T. Singh,Day,2025-09-26,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Open
REP_5062,MCH_038,A. Khan,Night,2025-10-05,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_5063,MCH_049,J. Das,Night,2025-10-21,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Open
REP_5064,MCH_032,S. Kumar,Night,2025-09-11,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,High,Investigating
REP_5065,MCH_019,S. Kumar,Day,2025-09-27,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Closed
REP_5066,MCH_047,R. Verma,Night,2025-10-09,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Medium,Investigating
REP_5067,MCH_003,J. Das,Day,2025-10-05,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Closed
REP_5068,MCH_026,T. Singh,Evening,2025-09-04,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,Low,Investigating
REP_5069,MCH_038,J. Das,Night,2025-09-23,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Low,Closed
REP_5070,MCH_020,J. Das,Evening,2025-10-13,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_5071,MCH_031,N. Iyer,Night,2025-10-02,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Critical,Closed
REP_5072,MCH_046,N. Iyer,Night,2025-10-07,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Critical,Open
REP_5073,MCH_014,N. Iyer,Day,2025-09-10,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,High,Open
REP_5074,MCH_028,S. Kumar,Evening,2025-10-24,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Closed
REP_5075,MCH_032,R. Verma,Day,2025-09-14,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_5076,MCH_047,T. Singh,Day,2025-10-20,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Closed
REP_5077,MCH_015,N. Iyer,Night,2025-10-04,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Medium,Open
REP_5078,MCH_022,N. Iyer,Day,2025-09-14,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Low,Closed
REP_5079,MCH_013,N. Iyer,Night,2025-10-24,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,High,Open
REP_5080,MCH_015,J. Das,Day,2025-09-08,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Open
REP_5081,MCH_003,N. Iyer,Day,2025-10-20,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Low,Open
REP_5082,MCH_009,S. Kumar,Day,2025-10-13,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Closed
REP_5083,MCH_023,S. Kumar,Night,2025-10-28,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Closed
REP_5084,MCH_030,A. Khan,Night,2025-10-16,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,High,Open
REP_5085,MCH_010,N. Iyer,Evening,2025-10-20,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Closed
REP_5086,MCH_002,T. Singh,Day,2025-09-06,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,High,Closed
REP_5087,MCH_004,A. Khan,Day,2025-09-21,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Low,Closed
REP_5088,MCH_042,A. Khan,Night,2025-09-19,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Critical,Open
REP_5089,MCH_040,J. Das,Night,2025-10-03,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Open
REP_5090,MCH_002,A. Khan,Day,2025-10-10,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Investigating
REP_5091,MCH_004,J. Das,Evening,2025-10-03,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Critical,Open
REP_5092,MCH_042,S. Kumar,Evening,2025-09-17,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Medium,Open
REP_5093,MCH_030,T. Singh,Day,2025-10-16,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Investigating
REP_5094,MCH_002,A. Khan,Evening,2025-10-15,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Low,Open
REP_5095,MCH_009,S. Kumar,Night,2025-09-07,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Medium,Closed
REP_5096,MCH_012,S. Kumar,Day,2025-09-23,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Investigating
REP_5097,MCH_030,S. Kumar,Evening,2025-09-07,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,High,Investigating
REP_5098,MCH_043,S. Kumar,Evening,2025-09-16,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Medium,Closed
REP_5099,MCH_047,N. Iyer,Night,2025-10-27,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,High,Open
REP_5100,MCH_023,A. Khan,Evening,2025-09-06,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,High,Investigating
REP_5101,MCH_028,S. Kumar,Evening,2025-10-29,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Investigating
